login_hour,new_device,new_location,failed_logins,files_downloaded,commands_executed,session_duration,weekend_login,risk
12,0,0,1,2903,27,191,0,Medium
22,0,0,2,4047,24,166,0,Low
0,1,1,6,487,26,10,1,High
12,1,1,0,1899,25,86,1,High
0,1,0,6,12,49,124,0,Medium
16,0,0,2,1501,4,170,0,Low
21,0,0,1,41,16,30,1,Low
13,0,0,3,2821,56,167,1,High
17,0,1,1,1870,18,42,0,Medium
2,0,0,7,3853,53,50,0,High
10,1,1,3,733,38,48,0,High
20,0,1,4,4098,6,232,1,High
19,0,1,8,4305,21,114,0,Medium
18,0,0,2,2884,18,268,0,Medium
19,1,0,6,2232,13,248,1,High
10,1,0,1,2597,10,146,1,Medium
0,0,0,5,1950,53,194,0,High
19,1,1,2,760,2,7,0,Medium
19,1,1,7,3896,40,47,0,High
17,1,0,6,4597,18,89,0,Medium
13,0,1,3,4503,26,14,0,Medium
8,0,0,4,1906,2,124,1,Medium
15,1,0,3,1199,60,127,0,High
14,1,0,5,2178,23,26,0,Medium
9,0,0,8,3920,4,174,1,Medium
15,0,0,5,1356,58,34,1,High
14,1,1,3,3543,30,198,0,High
13,0,0,5,4186,17,158,0,Medium
17,0,0,8,2477,8,152,0,Medium
8,1,1,4,1486,8,284,1,High
17,1,0,5,3157,10,105,0,Medium
2,1,0,4,3998,24,123,1,High
23,1,0,2,3842,49,233,0,High
1,0,1,4,1948,36,284,1,High
4,0,0,5,4838,42,30,0,High
20,1,1,3,146,19,221,1,High
4,1,1,5,1193,46,295,1,High
7,1,0,1,1129,44,204,1,High
2,0,1,5,3892,13,164,0,High
3,1,0,1,1077,24,40,0,Medium
14,1,1,6,2601,2,6,0,High
22,0,1,3,3832,0,148,0,Medium
15,0,0,6,4632,7,168,0,Medium
2,0,0,2,3952,40,149,1,Medium
11,1,0,2,539,28,70,0,Low
3,0,1,7,543,19,161,1,Medium
14,1,0,5,4980,5,59,0,Medium
16,0,1,8,2953,23,219,0,High
22,1,1,0,2736,32,171,0,High
6,1,1,0,4012,46,155,0,High
20,1,0,8,1351,57,270,1,High
15,1,0,4,2081,58,296,0,High
20,0,1,5,2199,41,130,1,High
16,1,1,3,2340,22,216,1,High
8,0,1,2,2261,8,169,0,Medium
12,0,0,5,1871,26,73,1,Medium
15,0,1,2,4239,51,172,0,Medium
19,0,0,2,1577,35,265,0,Medium
5,0,1,4,1080,34,257,1,High
12,0,1,3,707,55,158,1,Medium
19,0,1,8,2313,49,76,0,High
12,0,0,8,2203,24,299,0,Medium
10,0,1,6,3320,5,190,0,High
16,1,0,8,3244,31,206,0,High
13,1,1,3,1612,18,227,1,High
6,1,1,4,4711,60,153,0,High
4,1,1,6,1076,49,79,0,High
8,0,1,0,389,16,106,0,Low
1,0,1,3,4107,37,22,0,High
11,1,1,8,3647,46,260,1,High
8,1,1,1,1578,19,61,1,High
1,1,1,1,1151,39,25,1,High
2,0,0,8,3892,33,248,0,High
3,0,0,2,419,0,190,0,Low
8,1,0,8,106,17,54,1,Medium
14,1,1,0,4520,24,26,0,Medium
5,1,0,5,4868,34,22,1,High
14,1,1,4,4059,42,138,0,High
8,0,1,5,1060,57,198,0,High
4,0,0,0,124,19,147,1,Low
6,1,0,3,2684,48,177,0,High
11,1,1,6,1254,55,56,0,High
10,0,1,1,2741,0,22,1,Medium
4,1,1,5,1627,50,172,0,High
0,0,1,1,4851,25,229,0,Medium
13,1,0,0,3582,19,269,1,Medium
21,1,0,5,810,10,70,0,Medium
9,0,1,2,1985,16,288,0,Medium
14,1,0,4,1851,39,104,1,High
5,1,1,1,2296,23,259,0,High
23,1,1,1,3401,11,161,0,Medium
2,0,0,7,1176,27,133,0,Medium
5,1,0,8,2777,17,45,0,Medium
15,0,0,6,3097,51,279,0,High
22,1,0,2,3638,7,74,0,Medium
21,0,1,7,938,11,11,1,Medium
13,0,0,0,3496,12,118,0,Low
16,1,0,0,1671,27,26,1,Medium
3,0,0,0,4754,45,269,0,Medium
14,0,0,5,665,6,152,1,Low
4,0,1,6,163,13,241,0,Medium
1,1,0,2,2883,52,231,1,High
15,0,1,3,177,1,101,1,Medium
4,1,0,1,1574,8,62,0,Medium
0,1,1,1,3567,45,154,1,High
15,0,0,0,3253,22,87,0,Low
3,1,0,7,3196,1,241,1,High
21,0,0,6,982,57,93,1,Medium
22,0,1,6,3352,28,243,0,High
1,0,1,6,878,13,144,1,Medium
19,0,1,3,3554,52,174,1,High
19,1,1,3,2252,1,24,0,High
1,0,1,1,2853,9,174,1,Medium
6,1,0,4,3836,51,202,0,High
10,1,1,8,2684,19,120,1,High
5,1,1,1,20,34,17,1,Medium
2,1,0,2,2228,49,184,0,High
14,0,1,8,2901,10,241,0,High
2,0,0,6,3033,30,292,0,Medium
16,1,0,2,4292,12,270,1,Medium
6,1,1,3,4289,21,172,1,High
18,0,0,6,2012,8,245,0,Medium
13,1,0,3,1592,11,53,1,High
5,0,1,6,260,27,129,0,Medium
9,0,1,8,2157,30,41,0,Medium
3,0,1,7,845,48,245,0,High
18,0,1,5,4839,58,239,1,High
18,1,1,2,3959,11,250,1,High
19,0,1,5,410,34,186,1,High
17,1,0,8,2655,35,21,0,High
0,0,0,0,985,44,78,0,Low
8,1,1,7,4716,21,258,1,High
4,0,0,4,3693,29,204,0,Medium
17,0,0,0,3043,43,143,1,Medium
5,1,1,8,718,27,298,1,High
15,1,0,4,3184,45,227,1,High
12,0,1,1,479,35,13,1,Medium
0,1,1,1,1063,37,290,0,High
9,1,0,8,42,32,12,0,Medium
19,0,0,5,4630,8,132,0,Medium
4,0,1,5,571,9,289,0,Medium
11,1,0,0,2620,5,215,1,Medium
6,0,0,5,756,31,57,1,Medium
15,0,0,4,1026,59,291,1,High
5,0,0,3,4957,60,192,1,High
12,1,0,8,906,52,219,0,Medium
4,1,1,1,1201,20,36,1,High
13,0,0,6,2426,41,294,0,High
11,1,1,0,248,53,16,0,Medium
17,1,0,8,3883,37,35,0,High
12,1,1,5,314,23,11,1,Medium
14,1,0,1,220,23,115,0,Low
2,0,1,1,603,10,79,1,Medium
7,1,1,4,4285,42,145,1,High
21,0,1,1,375,14,210,0,Low
11,1,0,2,3194,40,107,0,Medium
12,0,0,1,4840,36,256,1,Medium
23,0,0,0,219,17,77,1,Low
7,0,0,7,2920,60,109,1,High
9,1,1,2,2916,7,146,1,High
20,1,0,2,237,27,105,0,Low
0,1,1,5,2180,37,206,1,High
4,1,0,0,4149,1,285,0,Medium
13,1,0,4,3158,22,14,1,High
15,0,1,5,3639,46,135,1,High
8,0,0,6,3204,13,34,1,Medium
13,1,1,2,2389,46,287,1,High
18,0,0,3,4203,16,166,1,Medium
7,0,1,4,2778,60,135,1,High
0,0,0,5,209,53,262,0,Medium
6,0,0,3,1772,22,216,0,Medium
14,1,0,7,997,16,142,0,Medium
5,1,1,6,517,38,196,1,High
0,0,1,7,1016,40,173,0,High
11,1,0,5,1355,6,41,0,Medium
16,0,1,5,188,42,66,1,Medium
23,1,0,5,1305,37,175,1,High
0,1,0,2,1663,32,29,1,High
15,0,1,0,2640,19,48,1,Medium
20,1,0,0,3707,15,84,0,Medium
11,1,0,2,813,12,256,1,Medium
12,1,1,1,4469,19,277,1,High
11,1,0,5,1485,50,231,0,High
18,1,0,3,2832,30,287,1,High
7,1,1,5,1964,26,274,0,High
14,0,1,6,2893,0,138,0,Medium
16,0,1,6,910,23,140,0,Medium
8,0,0,3,2150,24,255,0,Medium
11,0,0,8,746,47,132,0,Medium
18,0,0,3,4972,45,220,1,High
23,0,0,7,2652,37,46,0,Medium
20,1,0,7,121,57,300,1,High
2,1,0,7,2709,49,49,1,High
18,1,0,6,1099,30,220,0,High
14,0,1,6,3323,37,35,0,High
2,0,0,7,2734,33,289,0,High
4,1,1,4,3837,56,177,0,High
17,1,1,1,667,35,63,0,Medium
18,1,0,3,2592,20,227,1,High
11,1,1,8,97,20,92,0,Medium
14,1,0,5,3104,4,247,1,High
14,1,1,4,260,49,80,1,High
22,1,0,7,3182,40,136,1,High
18,0,1,1,583,44,65,1,Medium
4,1,0,8,2724,33,165,1,High
14,1,0,5,428,31,121,1,Medium
17,1,0,2,4374,40,109,0,Medium
9,1,1,2,2487,4,14,0,Medium
21,0,1,7,749,48,264,0,Medium
6,1,0,1,2554,15,64,0,Medium
12,0,0,8,3599,56,213,0,High
12,0,0,4,4612,6,192,1,Medium
9,1,0,7,91,56,168,1,Medium
23,0,0,6,4193,45,46,0,Medium
18,0,1,2,1456,59,262,0,High
16,0,0,4,1435,49,134,1,High
10,1,0,7,2585,40,87,0,High
22,1,0,4,4875,31,199,0,High
19,1,1,4,120,16,296,1,High
16,1,1,0,2494,13,230,1,High
13,1,0,7,406,52,210,1,High
3,1,1,1,2094,51,238,1,High
8,1,0,2,579,24,246,0,Low
16,0,1,4,1133,42,273,0,High
23,1,0,6,4048,43,246,1,High
15,0,1,5,163,8,289,0,Medium
9,0,0,4,2550,55,21,0,Medium
0,1,1,0,2238,35,143,1,High
10,0,0,5,2199,54,20,0,Medium
20,1,0,2,2653,50,167,0,Medium
6,0,1,2,4610,42,205,0,High
12,1,0,2,537,38,253,0,Medium
16,1,1,6,2662,60,135,0,High
10,1,0,2,94,20,169,1,Low
1,1,0,8,2087,47,51,1,High
1,1,1,3,4125,52,12,1,High
3,0,0,4,624,10,244,1,Medium
6,1,1,0,3445,27,171,1,High
9,0,1,0,3236,36,6,1,High
19,0,1,6,2839,58,153,0,High
18,0,0,7,758,0,186,0,Low
4,0,1,6,2193,58,69,0,High
12,0,0,1,4551,1,134,1,Medium
15,1,0,8,777,51,208,0,Medium
20,0,0,3,4687,21,82,0,Medium
2,1,1,5,2970,28,239,1,High
3,1,1,0,924,53,249,0,High
14,0,0,1,4202,56,280,0,Medium
3,1,0,7,4085,49,110,0,High
9,1,1,1,4498,6,53,1,High
10,0,1,8,3690,44,48,0,High
21,1,0,2,2428,16,284,0,Medium
9,1,0,5,3489,34,295,0,High
10,1,0,4,303,10,193,0,Medium
21,0,1,5,1955,33,155,1,High
20,1,1,0,798,29,221,0,Medium
21,0,0,3,4412,55,175,0,Medium
20,1,0,7,3428,33,87,1,High
20,1,1,4,107,46,242,1,High
20,1,0,4,1808,28,140,1,High
16,1,1,0,4262,52,258,0,High
12,0,0,7,4412,41,27,0,Medium
20,0,0,8,3597,31,224,0,High
18,1,0,7,4784,15,96,1,High
7,1,0,3,2235,0,45,1,High
2,1,1,0,1780,11,271,1,High
21,0,1,4,1368,17,266,0,High
5,0,1,0,921,8,261,1,Medium
19,0,0,1,1497,60,264,1,Medium
3,1,0,1,697,58,19,0,Medium
7,1,0,2,3693,29,256,0,Medium
16,1,0,1,108,46,199,0,Medium
11,0,1,1,1718,14,281,1,Medium
1,1,0,1,230,19,228,1,Medium
14,1,1,2,3456,33,70,0,High
22,1,1,5,3349,14,220,0,High
6,0,1,7,2114,46,263,0,High
23,0,1,6,2167,33,25,1,High
23,0,0,3,826,15,248,1,Medium
3,0,1,3,467,18,192,0,Medium
14,1,0,8,151,51,110,0,Medium
9,1,0,8,2188,15,115,1,High
5,1,1,5,970,15,247,0,Medium
0,1,0,4,1264,58,251,0,High
8,0,0,5,2874,20,276,1,Medium
12,1,0,6,4163,15,298,0,High
20,0,0,4,2863,10,250,1,Medium
21,0,1,2,757,57,197,0,Medium
15,0,0,5,3695,59,167,1,High
19,0,0,8,3496,34,297,1,High
5,1,0,4,2858,34,249,0,High
3,0,0,0,4504,23,133,0,Medium
5,0,1,8,11,4,245,0,Medium
13,1,0,8,2595,15,240,0,High
3,1,1,3,1812,40,132,1,High
10,1,1,6,3579,47,106,1,High
22,1,0,1,2214,57,82,0,Medium
5,1,0,5,552,39,98,1,Medium
9,1,0,4,3861,17,278,0,High
12,1,0,5,1468,36,178,1,High
6,1,1,6,2251,15,54,0,High
21,1,0,3,3674,39,31,1,High
6,0,1,5,1527,27,215,0,High
20,1,0,1,4957,31,100,0,Medium
12,1,1,4,4218,12,145,0,High
7,0,1,7,2270,24,23,0,Medium
13,0,0,8,24,50,287,0,Medium
10,1,0,3,1711,58,20,1,High
13,0,0,4,1505,19,186,1,Medium
8,1,0,5,1810,43,217,1,High
12,1,1,2,2584,31,123,1,High
18,0,1,1,229,2,157,1,Low
2,1,1,6,89,31,98,0,High
12,0,0,3,3241,57,108,1,High
1,1,0,1,593,27,122,0,Low
3,0,1,0,2407,13,143,0,Medium
9,0,0,1,294,25,142,1,Low
11,0,1,6,44,21,205,0,Medium
23,0,0,6,3279,31,245,1,High
0,0,1,0,2183,58,253,0,High
5,0,0,5,654,48,264,0,Medium
22,0,1,1,1445,27,151,0,Medium
16,1,1,4,2618,50,118,0,High
17,1,0,0,4946,38,244,0,High
23,0,1,1,3106,1,273,0,Medium
8,1,0,3,2654,52,257,0,High
1,1,0,4,4905,2,94,1,High
22,0,0,4,4045,41,39,1,High
18,1,0,7,4868,15,100,1,High
20,0,0,8,3433,9,154,1,Medium
4,1,1,4,1923,27,279,1,High
11,1,1,6,1143,8,33,1,High
11,0,0,5,82,6,79,1,Low
5,0,0,6,449,55,281,1,Medium
10,1,1,0,2002,45,281,1,High
1,1,1,1,1870,48,77,1,High
8,1,0,1,2250,39,171,1,High
14,0,1,2,3996,57,117,0,Medium
23,0,1,6,3188,2,119,0,Medium
21,0,1,7,630,2,205,1,Medium
18,1,1,8,2428,42,11,1,High
20,1,0,1,4665,15,106,0,Medium
17,1,0,4,4163,0,130,0,Medium
5,0,0,4,4451,38,243,0,High
6,0,1,7,3939,39,41,1,High
11,1,0,6,4446,3,93,1,High
16,1,0,5,4339,23,255,1,High
6,0,0,8,2345,6,64,0,Medium
19,0,0,8,1922,22,168,1,Medium
14,1,1,4,1729,15,200,1,High
13,0,0,3,4648,9,40,1,Medium
11,1,1,7,2472,10,213,0,High
0,1,1,2,3215,6,192,0,High
12,0,1,2,997,23,268,0,Low
11,0,1,8,2424,8,71,1,High
0,1,0,8,2250,47,156,1,High
11,1,0,5,679,3,223,1,Medium
5,1,0,5,4545,21,145,0,Medium
17,0,1,5,3494,0,21,1,High
11,0,0,8,3889,0,247,1,Medium
22,0,1,2,75,29,196,1,Medium
22,0,0,8,4636,59,243,0,High
20,0,1,0,4086,18,23,0,Medium
23,1,0,3,298,4,160,1,Medium
14,0,1,1,4659,45,85,0,Medium
8,1,1,1,4691,54,66,0,High
0,1,0,1,3237,28,233,0,Medium
20,1,0,6,1078,47,27,0,High
21,0,0,1,2528,40,111,1,Medium
16,0,0,0,2884,54,83,1,Medium
20,1,1,1,4934,12,48,0,Medium
15,1,0,4,4845,46,204,1,High
18,1,1,4,3726,44,38,1,High
6,0,1,1,518,25,16,1,Low
16,1,0,2,1881,50,27,0,Medium
15,1,0,6,3321,28,96,0,Medium
11,0,0,0,4452,60,83,0,Medium
9,0,0,6,307,28,193,1,Medium
23,0,1,0,3532,50,114,0,Medium
23,1,1,2,3154,49,300,1,High
11,0,0,8,2564,36,271,1,High
19,0,0,1,4392,53,232,0,Medium
14,0,0,4,902,32,248,0,Medium
18,1,0,7,2950,4,10,0,Medium
19,1,1,8,3571,19,84,1,High
7,0,1,4,3683,23,11,0,Medium
19,0,0,1,4791,42,149,0,Medium
1,0,1,6,3879,41,112,1,High
14,1,0,6,4687,12,95,0,Medium
19,0,1,5,4807,27,140,0,Medium
0,1,0,1,672,19,228,0,Medium
21,1,1,0,4002,12,153,0,Medium
1,1,1,2,1365,4,228,0,High
15,0,0,7,4625,23,164,1,Medium
12,1,1,8,2494,23,157,0,High
10,0,0,4,1720,48,275,0,High
12,1,1,8,641,40,8,1,High
8,0,0,0,4780,50,179,0,Medium
6,0,1,8,4345,41,117,1,High
22,1,1,5,156,12,48,0,Medium
2,0,1,2,455,59,299,1,Medium
15,1,1,8,4371,53,193,1,High
14,1,1,5,4311,33,95,0,High
13,1,0,3,357,50,250,1,High
11,1,0,5,3817,47,245,0,High
20,1,1,0,4147,11,144,1,High
11,0,1,1,4392,6,78,0,Medium
14,0,1,1,3536,51,113,1,High
9,0,1,7,4504,30,43,1,High
22,0,0,4,1757,26,158,1,Medium
0,1,0,1,2266,23,198,0,Medium
18,1,1,1,826,1,116,1,Medium
3,0,0,8,3549,37,244,0,High
11,0,1,4,3241,29,254,1,High
20,1,1,2,173,40,238,1,High
10,0,1,0,3135,29,149,1,Medium
4,1,1,4,3117,11,12,1,High
8,1,0,5,4095,24,171,1,High
2,1,1,0,4023,52,153,1,High
15,0,0,7,650,54,71,1,Medium
10,0,1,3,914,44,225,0,Medium
9,1,1,5,4865,3,206,0,High
4,1,1,4,4881,6,84,1,High
5,0,1,8,1707,49,63,0,High
19,1,1,6,2715,33,76,0,High
0,0,0,4,3536,11,169,0,Medium
8,0,0,0,2881,50,72,1,Medium
10,0,1,4,3111,3,185,1,High
21,1,0,8,3282,46,41,1,High
17,0,0,6,4811,8,46,0,Medium
6,1,0,8,1439,40,68,1,High
22,1,0,8,2754,15,189,0,High
3,1,0,8,243,11,106,1,Medium
16,1,1,1,3377,28,186,0,High
13,1,1,7,1482,7,39,1,High
15,0,0,4,1281,24,142,1,Medium
9,0,1,2,4600,42,246,1,High
16,0,1,2,4761,15,119,0,Medium
0,0,0,5,4451,13,28,0,Medium
18,1,1,3,3971,13,232,1,High
16,0,1,6,1567,46,48,0,High
17,0,1,5,3171,11,174,0,Medium
21,1,1,6,4948,52,71,0,High
14,1,1,4,3179,34,111,0,High
11,1,1,1,4549,39,68,0,High
17,1,1,2,1740,56,72,1,High
13,1,0,2,2661,14,278,1,Medium
13,1,0,7,4132,26,186,1,High
19,0,1,7,3009,42,6,1,High
1,0,1,2,1691,51,250,1,High
8,0,0,7,3970,3,104,1,Medium
2,0,1,6,1410,52,7,1,High
21,1,1,0,4974,46,100,0,High
10,0,1,3,3819,52,122,0,High
20,1,1,7,692,35,58,1,High
18,1,0,2,2909,18,207,0,Medium
21,0,1,6,1706,10,44,0,Medium
18,1,1,8,34,1,144,1,Medium
22,0,0,5,3973,4,74,1,Medium
23,1,0,8,2430,7,43,0,Medium
21,0,1,3,2095,57,188,1,High
7,1,1,8,3200,46,260,1,High
14,1,1,6,140,8,78,1,Medium
7,1,0,3,2476,10,135,0,Medium
16,1,0,1,1591,11,298,1,Medium
17,0,0,0,4600,37,219,1,Medium
8,0,0,7,3147,7,194,0,Medium
22,1,1,5,1860,47,275,1,High
5,1,0,1,362,27,223,0,Low
0,0,0,2,1292,59,174,1,Medium
9,1,1,7,3163,15,268,1,High
20,1,0,0,1303,15,66,1,Medium
6,1,0,8,1703,22,87,0,Medium
11,1,0,0,792,20,107,1,Low
23,1,1,7,4628,47,183,0,High
16,1,1,2,4593,47,114,1,High
5,1,1,6,4085,0,158,1,High
20,0,1,3,4353,49,268,1,High
13,1,0,2,4723,21,70,1,Medium
19,1,0,1,2294,25,49,1,Medium
3,0,1,2,4586,3,299,0,Medium
10,0,1,4,528,33,161,1,Medium
5,0,0,3,3691,9,261,0,Medium
12,0,1,6,713,56,63,0,Medium
20,0,0,5,4077,44,36,0,Medium
18,1,0,8,3928,41,143,1,High
10,0,0,4,3875,11,203,0,Medium
6,0,1,3,1893,18,284,0,High
0,1,1,3,3961,27,119,1,High
6,0,0,6,3768,34,97,1,High
15,0,0,4,1667,31,105,1,High
12,1,0,2,770,6,254,1,Medium
21,1,1,5,1583,51,145,0,High
1,0,1,3,3634,0,174,1,High
21,1,0,0,4055,26,60,1,Medium
13,0,1,2,4202,30,219,1,Medium
21,1,1,1,890,41,71,1,Medium
10,0,0,1,1075,16,73,1,Medium
4,1,1,6,3998,60,53,0,High
22,0,0,0,1586,0,174,0,Low
11,1,0,1,2221,52,282,0,High
5,0,1,4,4446,8,253,1,High
13,1,1,1,1200,48,172,1,High
10,0,0,2,606,19,272,0,Low
23,1,0,5,4200,12,103,0,Medium
16,1,0,6,3332,25,28,0,Medium
8,0,0,1,4041,23,15,1,Medium
15,0,0,2,1719,25,272,0,Medium
19,0,1,1,3140,37,272,1,High
21,0,1,4,2111,55,157,1,High
17,1,0,7,3886,22,185,0,High
5,1,0,2,3499,12,118,0,Medium
9,1,1,5,4182,28,285,0,High
17,1,1,6,4956,7,25,0,High
22,0,1,7,2528,32,221,1,High
23,1,0,3,2629,11,158,1,High
7,1,0,2,4193,12,224,1,Medium
2,1,1,3,1158,19,67,1,High
2,1,0,3,149,31,176,1,High
10,1,0,2,3218,21,140,0,Medium
6,1,0,7,2304,18,259,0,High
10,0,0,6,507,2,77,1,Low
17,0,0,4,3543,52,78,1,High
18,1,0,1,185,34,104,0,Medium
13,0,1,7,2456,31,55,1,High
20,1,0,6,3669,53,47,1,High
10,0,1,7,1047,6,122,1,High
1,1,1,6,4565,32,208,1,High
21,0,1,3,922,35,31,1,Medium
18,0,1,2,4423,23,91,1,Medium
0,0,0,8,4521,50,265,0,High
3,0,0,5,2618,10,27,0,Medium
14,0,0,0,4293,38,141,1,Medium
20,0,0,8,179,19,287,1,Medium
2,1,1,2,4983,26,140,0,High
3,1,1,7,148,38,173,0,High
2,0,1,1,2206,41,281,0,High
8,1,0,5,1288,54,178,0,High
4,0,1,5,4668,0,191,0,High
15,1,0,7,146,39,237,1,High
15,1,1,4,4957,55,15,0,High
19,1,0,5,2993,50,132,0,High
13,0,1,3,1776,33,107,1,High
2,0,0,1,3139,26,224,0,Medium
13,0,1,7,196,53,99,1,Medium
19,1,0,2,1629,8,135,0,Medium
14,0,1,2,373,52,170,1,Medium
3,1,1,4,661,5,283,1,High
8,1,1,3,2751,20,280,1,High
1,0,0,2,2062,37,220,0,Medium
16,1,1,1,1267,40,262,0,High
8,0,1,2,4565,35,272,0,High
11,1,1,4,3327,6,285,1,High
4,1,1,7,1121,51,267,0,High
13,0,1,4,2991,16,245,1,High
22,1,0,2,3209,52,167,1,High
20,1,0,3,1345,60,75,1,High
17,1,1,4,2679,26,273,1,High
1,1,1,1,782,35,284,1,High
18,0,0,5,1894,44,131,0,Medium
14,1,1,8,2617,55,61,0,High
8,1,0,2,1831,24,108,1,Medium
20,0,1,4,112,57,295,0,Medium
16,0,1,1,872,13,218,0,Low
2,0,1,8,4462,38,263,0,High
8,1,0,2,2915,16,188,0,Medium
11,0,0,0,4114,52,221,1,Medium
13,0,0,5,518,54,152,0,Medium
18,1,1,5,541,22,74,1,Medium
23,0,1,1,2869,6,186,0,Medium
8,0,1,4,1775,60,76,0,High
9,0,0,4,91,60,100,0,Medium
10,1,1,2,197,17,197,0,Medium
13,1,1,5,655,33,106,1,High
18,0,0,2,1403,26,25,1,Medium
4,0,1,2,1290,9,182,1,High
9,1,1,1,3124,34,164,0,High
11,1,1,8,4308,43,136,1,High
1,1,1,7,4582,49,255,1,High
7,0,1,7,578,8,257,0,Medium
7,0,1,0,1817,31,241,1,High
22,1,1,5,3378,11,221,0,High
1,1,1,0,2171,26,300,1,High
4,1,0,3,787,35,203,0,High
13,1,0,3,4867,20,246,0,High
18,0,1,3,1371,36,92,0,High
1,0,0,6,2781,25,132,1,Medium
18,0,0,3,451,41,255,1,Medium
17,1,1,2,2534,55,184,0,High
15,0,0,3,1192,15,239,1,Medium
21,1,1,6,126,45,107,1,High
20,1,1,6,564,19,33,0,Medium
16,1,1,0,4070,25,288,1,High
3,0,1,8,2670,14,35,0,High
2,0,1,8,3535,54,183,0,High
1,0,0,8,2735,26,205,1,High
10,0,0,1,1908,31,266,1,Medium
12,1,0,2,4980,40,75,0,Medium
18,0,0,1,328,8,207,0,Low
18,0,0,8,1554,10,154,0,Medium
13,1,0,7,1282,41,222,1,High
19,1,1,0,4847,49,179,1,High
19,1,1,1,765,1,153,1,Medium
19,0,0,1,4421,50,262,0,Medium
6,1,0,4,1598,16,44,1,High
9,1,0,5,775,30,99,1,Medium
20,1,0,0,901,26,258,1,Medium
13,1,1,4,403,3,45,0,Medium
13,0,0,0,116,51,261,1,Medium
1,1,1,2,1137,0,96,1,High
13,0,0,1,461,12,145,1,Low
14,1,1,7,185,8,51,0,Medium
18,1,1,7,262,18,155,1,Medium
22,0,1,6,3423,10,11,1,High
0,1,1,1,4493,22,150,0,High
17,1,1,5,3037,5,145,0,High
17,0,0,3,4709,46,74,1,High
9,0,1,3,712,53,226,0,Medium
0,1,1,3,1456,58,293,1,High
9,1,1,1,4139,13,60,1,High
16,1,0,0,1859,23,85,1,Medium
0,1,0,0,3649,56,260,1,High
4,0,0,8,4541,32,213,0,High
3,0,1,1,3338,49,31,1,High
19,0,1,7,4989,3,123,1,High
13,1,0,7,2452,1,169,0,Medium
2,0,0,6,3576,47,177,0,High
1,1,1,5,163,0,161,1,High
21,1,0,6,2963,47,211,1,High
14,0,0,3,3958,13,44,1,Medium
9,1,1,0,3357,6,59,1,High
23,1,1,8,4204,5,127,0,High
19,0,1,7,4252,38,42,1,High
23,0,0,3,433,17,193,0,Low
0,1,0,0,2335,36,142,1,High
1,0,1,1,3615,15,276,1,High
3,0,0,6,1240,39,195,0,High
17,0,0,4,4585,15,43,0,Medium
0,1,0,6,2082,47,81,1,High
9,0,1,6,2571,26,149,1,High
21,0,0,5,3986,3,265,1,Medium
16,1,1,6,844,31,133,0,High
4,1,0,8,1752,37,264,0,High
23,1,0,0,2840,49,15,1,High
18,0,0,8,4425,27,239,0,Medium
10,0,1,4,4768,53,40,1,High
16,1,1,0,4502,35,295,0,High
21,0,0,6,2258,33,129,1,High
12,1,1,4,3289,57,10,0,High
8,1,1,4,4451,45,230,0,High
8,1,0,8,629,37,45,0,Medium
15,0,1,2,3486,35,68,0,Medium
0,0,0,0,2638,52,82,0,Medium
5,1,0,8,3306,0,96,0,Medium
8,1,1,7,2611,6,163,0,High
17,1,1,4,4097,7,297,1,High
17,1,0,3,3636,18,253,1,High
13,1,0,7,974,17,39,1,Medium
10,1,0,6,398,9,240,0,Medium
2,0,0,1,783,51,246,1,Medium
15,0,0,6,102,11,115,0,Low
7,1,1,3,3256,16,27,0,High
2,1,0,1,4083,22,72,0,Medium
21,0,1,5,2192,57,137,1,High
6,0,0,5,442,2,108,1,Low
15,1,0,5,3803,55,77,0,High
1,0,0,0,4989,42,184,1,High
18,0,0,4,4407,24,236,0,Medium
5,0,0,6,2136,40,105,1,High
22,1,1,4,3168,30,241,1,High
20,0,1,1,1377,3,234,1,Medium
10,1,0,4,3606,45,232,1,High
3,0,0,5,1483,60,198,0,High
3,1,0,6,212,57,186,0,High
6,0,1,2,450,42,72,1,Medium
15,1,0,2,502,38,107,1,Medium
17,0,1,2,3404,23,248,0,Medium
9,0,1,2,1743,1,195,0,Medium
12,1,1,7,4975,10,20,1,High
5,1,0,8,3927,49,18,0,High
11,1,1,6,1031,49,258,1,High
17,1,1,8,2513,33,163,1,High
9,0,0,5,4050,4,208,1,Medium
5,0,1,7,1018,31,169,1,High
4,0,1,3,767,18,290,1,Medium
2,0,1,7,1289,0,55,1,High
23,1,1,0,491,27,135,1,Medium
21,1,1,5,1214,33,204,0,High
9,0,1,6,2041,29,73,0,Medium
11,1,1,6,2121,60,284,0,High
0,0,0,3,3844,49,159,1,High
11,1,0,5,4080,40,16,1,High
2,0,1,1,1391,43,250,0,High
4,0,1,8,1177,57,249,1,High
8,1,0,2,658,12,39,1,Low
11,1,0,3,1278,7,125,0,Medium
3,0,1,4,873,36,164,1,High
16,1,0,1,2304,50,238,0,High
3,0,1,3,3794,54,160,1,High
14,1,1,6,803,20,277,1,High
23,1,1,0,1764,45,66,1,High
13,1,0,4,1789,23,256,1,High
23,1,0,0,300,48,43,0,Medium
3,0,0,1,4820,55,263,1,High
9,0,1,0,2487,18,36,1,Medium
15,1,0,2,4157,19,10,0,Medium
15,1,1,3,784,54,231,0,High
18,1,1,3,2861,39,290,0,High
7,1,0,4,3151,28,246,1,High
2,0,0,7,1515,12,123,1,Medium
