login_hour,new_device,new_location,failed_logins,files_downloaded,commands_executed,session_duration,weekend_login,risk
22,0,1,0,1644,5,186,1,Medium
19,0,0,4,1540,38,163,1,High
3,0,1,3,4177,43,12,0,High
23,0,0,6,3664,25,15,1,Medium
20,0,1,6,182,20,124,1,Medium
16,0,0,2,588,8,103,1,Low
5,0,0,8,4340,20,148,0,Medium
14,1,0,1,920,4,269,0,Low
7,1,0,1,1257,16,292,0,Medium
21,0,0,5,2769,24,139,0,Medium
19,1,1,6,1331,58,21,1,High
2,0,1,2,1494,20,89,1,Medium
10,1,1,1,1908,32,70,1,High
14,1,1,5,3190,3,78,0,High
10,1,1,7,3555,23,17,0,High
7,1,0,6,3283,22,128,0,Medium
15,1,1,1,4517,19,282,0,High
21,0,1,8,938,13,300,0,Medium
19,1,0,6,3764,51,92,1,High
8,1,0,6,4925,22,38,0,Medium
3,0,0,6,97,11,123,1,Medium
4,1,0,6,1436,17,204,1,High
8,0,0,5,1117,38,239,0,High
20,1,1,4,3738,59,196,1,High
1,1,1,0,4265,25,155,1,High
22,0,0,6,1010,12,164,0,Medium
15,0,0,5,1271,30,125,1,Medium
10,0,1,2,3589,17,190,1,Medium
17,0,0,6,2504,33,207,1,High
10,0,0,0,2772,59,50,0,Medium
20,0,0,7,4972,42,203,1,High
16,0,0,1,523,47,133,1,Low
23,0,1,6,4915,21,172,1,High
20,0,1,7,3509,2,77,0,Medium
8,1,1,5,1218,4,269,1,High
13,0,0,3,4542,60,91,0,Medium
21,0,1,6,2717,54,86,0,High
0,0,0,0,3618,42,30,1,Medium
15,1,1,4,4496,27,159,1,High
16,0,1,0,3227,37,145,1,High
9,0,0,1,4039,57,231,0,Medium
17,1,1,5,1997,55,127,0,High
4,1,1,5,3906,47,237,0,High
9,0,1,6,206,27,176,0,Medium
15,0,0,1,909,43,133,0,Low
22,0,1,0,4883,59,258,0,High
18,1,0,6,190,57,103,0,Medium
0,0,1,3,1696,60,235,1,High
0,0,1,0,1256,42,182,1,High
8,0,1,3,2156,6,153,1,High
22,0,1,0,2952,26,97,0,Medium
21,0,1,5,1236,31,20,1,High
9,0,0,3,1527,34,97,0,Medium
7,0,1,6,2826,27,239,0,High
20,0,1,3,2333,28,102,1,High
14,0,0,7,4499,37,213,1,High
19,0,1,1,1971,58,64,1,High
4,0,1,3,1626,56,113,0,High
14,1,0,5,3803,21,295,1,High
2,0,1,4,4646,58,244,1,High
18,0,1,1,673,40,21,1,Medium
17,0,1,4,162,48,284,0,Medium
0,0,1,1,4465,9,194,0,Medium
2,0,0,4,2445,1,87,0,Medium
22,1,1,3,3855,21,44,1,High
4,0,0,6,3970,26,113,0,Medium
7,0,0,5,140,0,62,1,Low
20,1,1,2,2650,51,206,0,High
20,1,0,6,1545,17,134,1,High
5,0,1,6,1102,33,192,0,High
3,0,1,4,1993,49,31,1,High
17,0,1,7,3894,20,95,1,High
23,1,1,5,4030,54,15,1,High
2,1,0,1,3112,25,298,0,Medium
19,1,0,0,2149,39,262,0,High
15,1,0,1,3524,58,164,0,Medium
1,0,0,8,1812,15,114,1,Medium
12,1,1,8,4633,16,107,0,High
22,0,0,1,1143,16,123,1,Medium
6,1,1,8,1546,46,231,0,High
3,1,0,8,4688,7,272,1,High
7,1,1,0,4609,16,123,1,High
22,0,1,3,3137,32,161,1,High
7,1,1,7,868,16,136,0,Medium
6,1,1,3,4584,34,72,1,High
18,1,1,2,2227,34,239,1,High
20,1,0,2,3830,23,283,0,Medium
3,1,0,6,4800,32,259,1,High
21,1,1,6,3975,50,265,0,High
9,0,1,3,2692,9,26,1,High
16,1,0,4,4645,15,93,0,Medium
18,1,1,4,2707,36,267,0,High
21,1,1,8,38,55,16,1,High
16,1,1,1,224,37,123,0,Medium
7,1,1,3,906,49,274,0,High
15,0,1,3,4653,50,186,0,High
20,0,0,5,1216,59,294,0,High
1,1,1,7,1025,38,237,1,High
20,0,0,5,783,26,101,0,Low
16,0,0,0,1162,29,296,0,Medium
8,1,1,0,2506,45,203,1,High
5,1,0,3,4232,38,96,1,High
20,1,0,6,3155,41,80,0,High
23,1,1,2,3488,48,10,1,High
22,0,1,0,3609,9,41,0,Medium
4,1,0,6,4542,40,203,1,High
7,0,1,2,769,36,19,0,Medium
23,1,0,3,744,10,266,0,Medium
8,0,1,7,48,13,250,0,Medium
21,1,1,1,4342,47,145,1,High
12,1,0,1,2752,54,87,0,Medium
8,0,0,7,4141,9,112,1,Medium
4,0,0,2,932,47,104,0,Low
6,1,0,6,3203,26,60,0,Medium
10,0,0,6,2387,59,23,1,High
3,1,0,5,2545,38,181,1,High
21,0,1,2,3489,47,98,0,Medium
4,0,1,1,280,43,238,1,Medium
5,0,1,7,914,33,141,1,Medium
10,0,0,8,3456,9,7,0,Medium
13,1,1,3,1696,14,241,0,High
9,1,1,8,3263,35,260,0,High
12,0,0,8,3003,0,264,1,Medium
15,0,0,2,3158,30,38,0,Low
19,1,0,1,2459,31,161,0,Medium
17,0,1,1,3842,4,115,1,Medium
3,1,0,0,1409,46,300,1,High
11,0,0,3,3883,21,134,1,Medium
10,1,0,6,3080,32,112,1,High
19,0,1,1,313,50,113,0,Medium
22,1,0,5,15,58,129,1,Medium
20,1,1,0,4413,50,104,0,High
2,0,0,5,1376,16,259,0,Medium
2,0,1,6,1692,22,218,0,High
18,1,1,4,4499,58,156,1,High
9,1,0,5,797,3,136,0,Medium
2,0,1,5,1274,20,203,0,High
3,0,1,0,3167,58,278,0,High
1,1,1,0,4212,35,12,0,High
19,0,0,7,4172,49,131,1,High
10,1,1,1,2856,48,129,1,High
0,0,0,7,1601,13,165,1,Medium
20,1,1,0,2838,27,295,1,High
16,1,0,3,1220,60,34,1,High
10,1,0,8,73,10,177,0,Medium
21,0,0,4,523,34,57,0,Medium
17,0,0,8,3456,50,144,0,Medium
8,1,1,2,2615,24,61,0,Medium
0,0,1,6,1186,45,185,0,High
17,1,1,1,4685,5,233,1,High
10,0,1,6,1609,43,47,0,High
4,0,0,7,888,36,114,0,Medium
6,0,0,7,2029,52,294,1,High
11,1,1,5,4732,53,91,1,High
15,1,0,1,4834,23,203,1,Medium
12,1,0,2,321,57,291,0,Medium
3,0,1,2,741,34,164,1,Medium
10,1,1,0,4521,13,201,0,High
8,0,0,3,3150,15,192,1,Medium
12,1,0,2,2890,10,131,0,Medium
21,1,1,0,310,18,117,1,Medium
3,0,0,4,3438,50,26,0,High
5,0,1,2,2483,2,131,0,Medium
5,1,0,5,2939,54,9,0,High
18,0,0,8,4965,24,31,0,Medium
6,1,0,7,552,7,132,0,Medium
10,0,0,5,1180,18,67,0,Medium
0,1,0,4,1854,56,51,1,High
0,0,1,3,1267,30,211,0,High
13,1,1,6,2648,5,48,1,High
20,0,0,5,3722,22,239,1,Medium
13,0,1,2,2677,3,41,1,Medium
15,1,0,4,2292,46,130,0,High
13,0,1,3,2043,8,26,0,Medium
3,1,0,0,1710,51,174,0,High
5,0,0,5,2691,44,139,1,High
3,1,1,6,2435,40,223,1,High
7,1,0,4,3442,37,270,0,High
6,1,0,4,3397,44,142,1,High
23,0,0,6,2198,52,51,1,High
18,1,1,3,3032,38,5,0,High
18,1,1,8,4577,12,49,0,High
11,0,1,6,1612,32,148,1,High
8,1,0,0,1818,44,99,0,Medium
21,0,1,5,1453,12,268,1,High
6,0,1,8,3710,27,281,0,High
23,0,1,5,4017,2,233,0,High
17,1,1,8,652,56,261,0,High
21,0,0,0,2393,26,185,0,Medium
17,0,0,5,817,56,35,0,Medium
4,0,0,8,1002,26,227,0,Medium
1,0,0,7,3597,13,235,1,High
15,1,1,5,3541,52,47,1,High
14,0,1,6,1632,48,235,0,High
8,1,1,4,678,35,211,1,High
12,1,0,0,414,18,223,0,Low
17,0,1,6,4948,29,265,1,High
12,0,0,1,4354,18,36,0,Low
13,1,1,2,1000,46,106,0,Medium
22,0,1,7,3874,32,43,0,High
4,0,0,2,4113,30,59,0,Medium
14,1,0,2,3561,20,167,0,Medium
1,1,0,3,3748,25,71,1,High
23,0,1,7,3743,27,192,0,High
11,1,0,7,4917,30,94,0,Medium
18,1,1,1,1614,43,261,1,High
3,0,1,2,3062,35,116,0,High
2,0,0,0,1086,27,255,1,Medium
1,1,1,6,2794,52,185,0,High
14,0,0,2,3877,36,222,1,Medium
23,1,1,1,3957,20,266,0,High
16,1,0,0,162,57,219,1,Medium
10,0,0,1,2531,3,44,1,Medium
5,0,0,8,4459,50,138,1,High
1,1,1,5,162,7,32,1,High
1,1,0,2,4935,4,135,0,Medium
17,0,0,8,784,0,220,1,Medium
16,0,1,6,4619,38,231,0,High
9,1,0,5,4296,20,110,1,High
11,1,0,0,4447,39,49,0,Medium
9,1,0,2,4437,0,199,1,Medium
17,1,0,0,3244,44,258,0,High
6,1,0,2,3566,40,100,1,High
11,0,1,8,2333,14,138,0,Medium
0,0,0,1,2584,31,235,1,High
18,1,0,2,1701,0,280,1,Medium
6,1,0,1,2754,44,232,1,High
8,0,1,5,2850,37,87,0,High
11,0,1,3,2799,13,198,0,High
6,0,0,2,3313,20,148,0,Low
17,0,0,1,1077,57,186,0,Medium
1,1,1,1,2520,47,63,1,High
2,0,1,0,2367,24,126,1,Medium
1,1,0,7,2828,4,284,1,High
10,1,1,8,3379,39,110,1,High
22,0,1,5,4633,42,222,0,High
11,1,0,2,2682,41,99,0,Medium
17,0,0,3,492,25,98,0,Low
13,1,1,7,2209,45,113,0,High
13,0,1,3,3108,4,26,1,High
9,0,0,7,605,28,82,1,Low
1,0,0,3,4103,3,166,1,Medium
9,1,0,1,981,54,192,0,Medium
9,0,1,2,3003,51,298,0,High
1,0,0,6,2750,32,68,1,High
3,1,0,3,4147,2,213,0,High
19,0,0,4,1095,8,246,0,Medium
5,1,0,5,4667,44,167,0,High
7,1,0,7,686,24,279,1,Medium
16,0,1,6,437,29,298,0,Medium
21,1,1,2,676,51,185,0,Medium
11,0,0,5,3099,13,7,0,Medium
4,1,0,5,2023,55,129,0,High
17,1,0,5,4128,49,81,1,High
23,1,0,0,1170,22,141,1,Medium
22,1,1,7,873,29,6,1,Medium
2,1,1,3,3432,6,278,0,High
1,0,0,4,1397,49,158,0,High
23,1,1,8,2389,0,129,1,High
11,0,0,1,1708,48,169,1,Medium
10,1,1,2,871,5,38,1,Medium
17,0,1,2,806,23,59,0,Low
16,1,1,6,88,32,62,0,High
7,1,1,0,253,14,41,0,Medium
13,1,1,4,375,0,106,0,Medium
2,0,1,0,2608,6,24,1,Medium
3,0,1,4,2364,27,42,0,High
1,1,0,5,3473,42,75,0,High
1,1,0,4,3709,50,294,0,High
7,0,0,5,648,25,126,1,Low
22,1,1,3,4518,6,179,1,High
0,1,0,7,2048,29,161,1,High
19,1,0,2,3669,26,39,0,Medium
12,1,1,8,4421,7,83,1,High
19,0,0,7,2682,6,36,0,Medium
14,1,0,7,4283,18,42,1,High
22,1,0,6,897,31,282,1,High
4,0,0,1,3003,29,240,1,Medium
19,1,0,1,2028,52,228,0,High
15,0,1,7,4291,48,113,0,High
8,1,0,5,2473,8,299,1,High
3,0,1,8,4557,17,256,1,High
12,1,0,5,3683,21,209,1,High
12,0,1,6,3672,11,34,1,High
13,0,1,3,4970,9,53,1,High
9,0,0,2,2541,28,145,1,Medium
13,1,1,6,3026,15,217,0,High
7,1,1,8,1289,34,84,1,High
15,0,1,6,3241,0,74,1,High
22,1,1,5,2316,1,163,0,High
3,1,1,5,4136,40,80,1,High
15,0,0,3,456,20,82,1,Low
17,0,1,1,4003,9,115,0,Medium
4,1,1,5,603,17,219,1,High
5,1,1,2,941,30,269,0,Medium
6,1,1,7,2637,25,135,1,High
3,0,1,4,393,20,255,0,Medium
4,0,0,7,2285,45,17,0,High
9,0,1,0,285,42,159,0,Medium
3,1,1,6,1772,7,59,1,High
20,0,0,5,3889,38,249,1,High
2,1,0,3,2380,55,221,0,High
6,1,1,6,3465,10,281,0,High
20,0,1,2,3581,39,168,1,High
0,1,0,6,4650,27,18,0,High
15,0,1,2,1148,46,247,1,High
21,0,1,4,3181,28,13,0,Medium
12,1,0,2,3079,60,270,0,High
23,0,1,3,2570,44,298,1,High
12,1,0,3,2599,6,108,1,High
15,1,1,7,1480,20,282,1,High
23,1,0,4,1967,36,222,1,High
12,0,1,8,1657,20,68,1,High
4,1,1,5,4031,46,201,1,High
0,0,1,2,4711,56,75,0,High
18,0,1,0,4038,36,221,0,High
5,0,1,0,1003,25,191,1,Medium
5,1,0,1,3314,46,288,0,High
9,1,0,5,3719,2,51,1,High
0,0,1,5,4382,10,145,1,High
20,1,1,7,2190,18,157,1,High
10,0,1,6,3431,30,104,0,Medium
2,0,1,8,619,37,192,0,High
21,1,0,8,1207,11,65,0,Medium
18,1,0,7,3108,50,190,0,High
8,1,0,0,655,33,269,1,Medium
5,1,0,4,517,4,186,0,Medium
8,1,0,0,2984,23,240,1,Medium
4,0,1,0,2700,35,68,0,High
16,0,0,3,2568,58,262,0,High
19,0,1,3,2323,53,113,0,High
1,1,1,1,2361,57,173,1,High
3,1,1,5,423,18,41,0,Medium
6,0,1,1,2207,15,296,1,Medium
6,0,1,7,2680,53,196,1,High
4,0,1,6,4050,42,300,1,High
19,0,0,1,526,33,287,0,Low
14,0,1,4,4316,54,47,1,High
16,0,1,7,1483,50,40,1,High
2,1,0,2,11,13,271,0,Medium
21,1,0,8,1530,5,114,1,High
14,0,1,7,1623,52,33,0,High
5,0,1,4,1026,20,218,1,High
12,0,1,8,823,29,40,1,Medium
20,0,0,7,781,55,172,1,Medium
7,1,1,7,1623,44,26,1,High
3,1,1,2,923,1,173,1,Medium
17,0,0,2,2161,29,101,0,Low
15,1,1,7,985,1,9,1,Medium
6,0,1,7,3949,4,153,0,Medium
12,0,1,5,4393,57,140,0,High
16,0,0,6,2632,32,246,1,High
0,0,0,1,3391,16,177,1,Medium
2,0,1,0,1139,40,184,1,High
16,1,1,1,3033,47,268,1,High
8,0,0,6,3261,0,76,1,Medium
16,1,1,8,2175,8,291,1,High
3,0,1,4,2563,34,62,0,High
2,1,1,0,4285,41,42,1,High
2,1,1,1,1813,27,80,1,High
22,1,1,2,236,3,193,1,Medium
14,0,0,2,2380,55,220,0,Medium
2,1,1,1,4807,53,157,1,High
15,0,0,5,2411,15,279,0,Medium
6,0,0,2,4543,8,76,0,Low
12,0,0,1,1399,4,64,0,Low
3,1,0,0,3527,10,125,0,Medium
4,0,0,2,2773,3,185,0,Medium
4,1,1,2,2756,23,172,0,High
7,0,0,8,1536,4,168,0,Medium
1,0,1,8,3557,55,18,1,High
10,1,1,6,1904,58,159,1,High
7,0,0,6,4477,60,210,1,High
19,1,0,7,3102,43,252,0,High
16,0,1,8,3063,52,41,0,High
13,1,1,4,2601,55,276,0,High
17,1,1,8,1290,59,128,1,High
13,1,1,8,966,36,208,0,High
23,1,0,6,2229,43,125,1,High
2,1,0,6,2583,23,83,0,High
23,1,1,3,574,34,95,1,High
20,0,1,6,69,31,163,0,Medium
0,1,0,7,4848,16,226,1,High
16,0,0,7,3946,3,154,0,Medium
23,1,0,5,4542,34,137,1,High
13,0,0,4,2074,24,121,1,Medium
13,0,0,8,852,18,258,0,Low
4,1,1,6,2269,23,218,0,High
9,0,1,0,4965,60,285,0,High
3,1,1,7,3810,27,238,1,High
18,1,0,7,3946,14,281,0,High
7,0,1,0,3423,36,111,0,Medium
19,0,1,1,4227,55,257,0,High
14,0,0,7,1447,52,170,0,Medium
5,1,1,2,2533,38,157,0,High
7,1,0,2,3426,27,177,1,Medium
15,0,0,5,4380,53,83,1,High
13,0,0,0,2383,31,42,0,Medium
3,0,1,6,39,3,180,1,Medium
6,0,1,1,489,36,141,1,Medium
8,1,1,5,1137,2,220,1,High
6,1,1,8,4026,60,87,1,High
22,0,0,7,3712,30,67,0,Medium
4,1,1,7,4904,39,169,0,High
17,1,0,6,236,20,33,1,Medium
5,0,1,7,2232,45,245,0,High
12,1,0,5,2121,56,214,1,High
5,1,0,2,2200,17,186,0,Medium
19,1,1,6,2431,43,12,1,High
0,0,0,1,987,0,170,0,Low
18,0,0,5,1597,2,239,1,Medium
2,0,1,8,696,52,209,0,High
2,0,1,4,91,27,98,1,Medium
9,0,0,2,3687,11,99,1,Medium
15,1,0,6,3661,13,83,0,Medium
16,0,1,4,1899,56,17,1,High
16,0,1,2,4477,1,284,0,Medium
3,0,1,5,4406,50,169,1,High
15,0,1,5,4928,18,112,0,Medium
17,0,0,6,4822,37,75,0,Medium
13,1,0,6,4649,35,11,0,High
22,1,0,1,3,1,210,1,Medium
3,1,1,3,250,20,247,1,High
10,1,1,7,4815,0,285,1,High
16,0,0,5,1158,37,278,1,High
23,1,0,7,1033,23,248,1,High
14,0,1,7,3646,32,126,0,High
22,1,1,7,4508,40,219,0,High
12,0,1,6,134,60,134,0,Medium
10,1,0,1,1331,21,200,1,Medium
1,1,1,4,1250,59,99,1,High
21,1,1,5,2297,13,148,1,High
20,0,0,2,435,23,143,1,Low
12,0,1,8,1420,57,30,1,High
0,0,1,1,3353,60,245,0,High
16,0,1,8,1957,29,297,0,High
22,0,1,1,2402,56,149,1,High
7,0,0,7,666,47,276,1,Medium
5,0,0,7,4373,13,91,0,Medium
21,0,1,6,2078,18,295,1,High
1,1,0,7,1371,12,135,0,High
3,1,1,3,858,16,17,1,High
23,0,1,4,4474,25,29,1,High
18,1,1,5,3192,10,198,1,High
14,0,0,0,3384,40,50,1,Medium
17,1,1,8,3197,24,156,1,High
18,1,1,2,2540,46,24,1,High
23,0,0,8,2271,17,242,1,Medium
21,1,1,7,863,13,184,0,Medium
16,0,1,6,840,45,78,1,Medium
2,1,0,7,1494,27,284,0,High
2,0,0,4,3823,46,85,0,High
18,1,0,0,4048,34,33,0,Medium
2,1,0,8,2682,44,202,1,High
16,0,1,1,4902,18,49,0,Medium
11,0,0,4,1821,60,241,0,High
15,1,1,0,1517,15,277,0,High
10,1,1,6,2255,47,55,0,High
20,0,0,2,4002,22,240,0,Medium
4,1,0,3,1250,5,123,1,High
19,0,0,7,3827,56,100,1,High
8,0,1,2,2170,41,144,0,Medium
21,1,0,2,2431,5,111,0,Medium
13,0,1,8,769,13,108,1,Medium
13,0,1,0,2354,20,268,1,Medium
18,1,0,2,4070,10,106,1,Medium
19,0,0,6,1907,44,79,0,Medium
1,1,1,7,323,34,192,1,High
3,1,1,1,3651,18,177,0,High
19,0,0,8,943,36,218,1,Medium
22,1,1,7,3326,18,132,0,High
7,1,1,4,944,24,98,1,Medium
8,1,0,1,3298,2,256,1,Medium
6,1,1,8,4203,17,46,1,High
9,0,1,7,1438,42,280,1,High
4,1,0,2,2801,53,139,0,High
3,0,0,8,157,44,141,0,Medium
5,0,1,0,1362,47,172,0,Medium
4,0,0,2,2653,20,187,0,Medium
16,0,1,5,2031,53,285,0,High
16,1,0,7,4093,44,49,1,High
13,0,1,5,3304,52,228,1,High
13,1,1,1,1879,23,77,1,High
21,1,1,6,3442,40,189,1,High
2,0,0,1,3382,52,163,0,Medium
12,0,1,3,4595,22,11,1,High
14,1,1,1,1893,8,175,1,High
20,1,0,6,1031,60,263,0,High
10,1,1,1,414,52,289,1,High
6,1,0,0,616,47,58,1,Medium
7,1,1,6,4217,21,288,1,High
6,0,1,1,1498,6,112,0,Medium
18,0,0,3,4945,30,12,1,Medium
14,0,1,3,2953,2,84,1,High
14,0,1,4,1809,59,62,0,High
20,1,1,5,827,27,241,1,High
4,0,1,7,1487,41,223,0,High
9,0,1,8,3787,57,229,0,High
21,1,0,7,4383,10,258,1,High
6,1,0,3,3807,28,186,0,High
5,1,0,8,4739,41,53,1,High
1,1,1,7,2501,29,123,1,High
6,1,0,5,1823,51,93,0,High
3,1,0,1,4834,34,58,0,High
17,1,1,1,1146,52,58,0,High
1,1,0,4,4360,1,119,0,High
4,0,0,4,354,21,154,0,Low
14,1,0,7,907,52,88,0,Medium
9,1,0,8,2939,35,154,0,High
19,1,0,1,4050,34,118,1,High
6,1,0,3,1020,58,83,1,High
14,1,0,7,2715,28,273,1,High
6,1,1,7,1192,58,35,1,High
10,0,0,0,1064,44,212,0,Medium
21,0,0,2,2041,52,234,1,Medium
9,0,0,5,4481,6,283,1,Medium
4,0,0,4,840,5,100,0,Low
13,0,0,7,20,24,192,1,Medium
7,1,1,2,1321,32,27,0,High
19,0,1,2,4604,20,47,1,Medium
4,1,1,8,581,60,99,0,High
20,1,0,8,21,35,10,0,Medium
0,0,0,0,1896,41,233,0,Medium
12,0,1,7,3575,53,34,0,High
0,0,0,8,1237,49,107,1,High
22,0,0,5,4253,50,143,1,High
12,1,1,8,3607,29,171,1,High
10,0,0,5,2249,10,264,0,Medium
3,1,0,6,896,8,201,0,Medium
6,1,1,3,1374,26,167,1,High
3,0,1,2,2572,59,135,1,High
15,0,0,8,210,31,69,0,Medium
7,1,1,1,1154,21,110,0,Medium
6,0,1,6,2055,34,113,1,High
13,0,1,8,4622,52,277,1,High
9,0,0,6,4997,27,268,0,Medium
2,1,0,2,4624,2,29,1,Medium
22,0,1,0,611,43,152,0,Medium
8,1,0,7,3167,21,33,1,High
7,0,1,0,3525,10,300,0,Medium
2,0,0,5,428,45,264,0,Medium
20,0,1,1,179,2,65,0,Low
2,1,1,4,3766,21,243,1,High
10,1,0,3,3030,14,249,0,High
10,0,1,1,4866,12,256,0,Medium
5,1,0,2,1808,52,251,1,High
11,0,1,8,1885,22,126,1,High
22,0,1,5,2082,24,196,1,High
4,1,1,6,2098,34,75,1,High
16,1,0,8,4270,19,7,0,Medium
1,1,1,4,1162,54,188,0,High
20,1,1,7,4414,26,150,0,High
20,0,1,7,3208,49,182,1,High
17,0,1,4,3877,13,152,0,Medium
18,1,1,4,3561,33,221,0,High
2,0,1,1,1638,0,288,1,High
5,1,0,6,4584,20,28,0,Medium
14,0,0,0,4547,47,112,1,Medium
11,1,1,1,4253,25,41,0,Medium
0,0,0,5,427,36,131,0,Medium
15,1,0,7,4621,48,112,0,High
13,0,1,1,847,26,17,0,Low
6,0,1,2,1979,41,105,1,High
14,1,1,8,2632,56,110,0,High
13,1,1,1,3475,27,113,0,Medium
15,1,0,2,333,5,7,1,Low
17,1,1,8,1299,13,32,1,High
0,1,1,6,1683,51,39,1,High
20,0,1,1,1493,18,257,0,Medium
2,1,1,7,2435,48,247,0,High
9,1,0,2,2421,23,10,0,Medium
10,1,0,3,4064,36,87,0,High
3,1,1,7,1159,11,220,1,High
16,1,1,0,4590,25,282,1,High
13,0,0,5,2959,23,102,1,Medium
6,1,0,5,736,44,279,0,Medium
0,0,0,8,2705,10,237,0,Medium
4,0,1,3,2195,17,204,1,High
9,1,0,8,2155,52,60,0,High
3,1,0,0,2137,3,36,0,Medium
21,0,0,1,3453,54,103,0,Medium
4,1,0,5,1431,47,118,0,High
8,1,0,0,448,38,226,1,Medium
19,1,1,4,528,46,22,1,High
10,1,1,3,1862,1,240,0,High
7,0,1,8,2315,23,100,1,High
18,0,1,5,1399,48,133,1,High
21,1,1,2,4923,41,186,1,High
4,0,0,0,4671,29,208,0,Medium
4,0,1,7,1510,4,166,1,High
1,1,1,5,2581,59,252,1,High
16,1,0,7,2358,58,39,1,High
8,1,0,3,2074,46,51,0,High
9,1,1,2,3136,48,220,1,High
5,0,0,4,720,57,156,1,Medium
13,1,1,2,4982,8,77,1,High
3,0,0,7,3825,3,109,0,Medium
6,1,0,8,2405,43,113,1,High
15,0,1,8,3625,35,243,0,High
22,1,1,7,1311,27,240,1,High
14,1,0,1,3218,50,276,1,High
3,1,0,8,4980,44,182,0,High
11,0,0,1,3893,57,51,0,Medium
14,1,0,7,1268,2,214,0,High
15,0,0,6,4353,43,202,0,High
22,1,1,7,2431,14,28,0,High
15,0,1,3,2260,43,124,0,High
9,1,0,3,3374,27,298,0,High
15,0,0,5,45,17,233,0,Low
0,1,0,2,3294,28,259,0,Medium
14,0,1,6,4287,31,238,1,High
1,1,0,5,3778,42,240,1,High
0,0,1,6,1439,52,184,1,High
0,0,0,1,2976,24,76,1,Medium
16,0,1,0,4066,8,180,0,Medium
2,1,0,5,1157,34,163,1,High
20,1,0,1,3809,10,210,1,Medium
6,0,1,3,287,33,36,0,Medium
20,1,0,1,2367,32,43,1,High
3,1,0,8,774,32,43,0,Medium
5,1,0,3,1608,10,180,1,High
19,0,1,2,3160,20,130,0,Medium
17,0,1,2,2687,46,150,0,Medium
3,1,1,4,2804,56,131,0,High
23,0,1,5,1758,51,95,1,High
22,0,0,1,2083,39,110,1,Medium
13,1,1,6,3723,56,294,0,High
22,0,0,2,2354,9,173,1,Medium
15,0,0,1,3557,47,300,1,Medium
21,1,1,4,2246,57,169,0,High
17,1,1,3,374,53,191,0,High
6,1,0,0,1599,1,130,0,Medium
4,1,1,2,1610,26,222,0,High
6,0,1,6,1920,50,165,0,High
11,0,1,4,1779,30,251,1,High
0,1,1,7,3631,51,49,0,High
8,1,0,5,634,16,216,1,Medium
20,0,0,7,1044,27,29,0,Medium
0,0,1,1,4786,40,126,1,High
12,0,0,4,389,12,237,0,Low
23,0,1,0,611,16,128,0,Low
18,1,0,8,1246,13,72,0,Medium
12,0,1,3,3027,31,175,1,High
9,1,1,2,4964,1,117,1,High
14,1,0,8,746,35,81,1,Medium
14,0,0,3,2516,20,248,0,Medium
0,1,1,3,4084,22,109,1,High
21,0,1,4,3449,6,230,1,High
23,1,1,4,993,59,243,1,High
19,1,1,8,2965,43,130,1,High
12,1,0,5,3837,21,201,1,High
19,1,0,7,4963,10,141,1,High
12,0,1,8,4821,7,175,0,Medium
18,0,1,2,4866,32,278,1,High
17,0,0,0,1063,10,46,1,Medium
12,1,1,7,1804,52,135,1,High
18,1,1,2,4014,30,187,0,High
1,1,1,2,2094,46,183,1,High
18,1,0,4,4618,34,121,1,High
4,1,1,2,4218,56,56,0,High
2,1,0,1,942,60,94,0,Medium
11,1,1,8,4575,25,154,0,High
12,1,0,6,1961,20,72,1,High
5,0,1,4,1223,24,158,0,Medium
8,1,0,6,2090,37,87,0,High
23,0,0,2,2465,51,62,1,Medium
8,1,1,5,2569,8,293,0,High
12,0,1,3,2931,56,43,0,High
9,0,1,7,121,31,197,1,High
21,1,1,4,4633,30,142,0,High
8,1,1,6,4999,45,27,1,High
10,1,1,4,722,11,167,0,Medium
10,1,0,1,3575,54,145,0,Medium
23,0,0,7,4168,54,243,0,High
12,1,0,8,4327,45,184,0,High
11,0,1,5,4394,57,256,1,High
0,0,0,6,4957,56,65,0,High
22,0,1,1,4576,37,26,1,High
0,0,0,1,3572,1,149,1,Medium
2,1,0,1,4635,12,176,1,Medium
16,0,1,2,2339,15,64,1,Medium
11,1,1,3,4190,45,280,0,High
15,1,1,4,4787,32,275,0,High
20,1,1,7,3601,49,222,0,High
14,0,1,6,4128,49,99,1,High
7,0,1,2,1517,54,216,0,High
0,1,1,5,3718,8,221,0,High
6,1,0,5,2153,42,92,1,High
17,0,0,4,3697,4,169,0,Medium
6,0,1,8,2775,10,249,0,High
13,0,1,8,1675,20,245,1,High
4,0,1,8,2026,5,138,0,High
6,0,1,1,2668,47,112,0,Medium
10,1,1,3,862,31,94,1,High
14,0,1,3,1849,33,254,1,High
9,0,0,4,1856,31,158,1,High
18,0,1,4,2323,18,250,0,High
10,0,0,3,2583,13,36,1,Medium
14,1,0,6,2558,3,275,0,High
11,1,0,4,178,18,243,0,Medium
23,0,0,0,4177,40,221,0,Medium
8,1,1,6,4186,32,77,1,High
11,0,1,3,2004,34,65,0,High
12,0,1,4,3190,38,237,0,High
3,0,1,5,472,47,197,0,High
20,1,0,2,4956,35,279,1,High
18,1,0,1,210,14,80,0,Low
10,0,0,4,4016,16,175,0,Medium
19,1,1,4,4423,36,54,1,High
10,0,1,0,4700,36,75,1,High
18,1,0,0,133,52,214,0,Medium
3,1,0,7,2524,20,19,0,High
